epoch,val_loss,val_any_predictions_loss,val_subtype_pred_loss,val_any_predictions_binary_accuracy,val_subtype_pred_categorical_accuracy,loss,any_predictions_loss,subtype_pred_loss,any_predictions_binary_accuracy,subtype_pred_categorical_accuracy,lr
0,0.9276463757106914,1.1036918501355755,0.5168736103310514,0.643781095001828,0.1808457741541649,0.5523374639636841,0.6193430039716598,0.39599120876385796,0.6664179094988315,0.12363184323135894,0.0010000000474974513
1,4.565971372139394,5.553403165803027,2.261963993755739,0.5975124400053451,0.3126865694141803,0.5099668047617917,0.5736301613980858,0.36141898368128494,0.7034825872426009,0.13059701739036622,0.0010000000474974513
2,0.9178474711541512,1.0854408349563827,0.526796291568386,0.6194029870021402,0.12537313697498237,0.46005513218801414,0.5085446553592065,0.34691291639757393,0.74502487532535,0.13457711698922944,0.0010000000474974513
3,0.6185246784592149,0.7155759319737183,0.3920717644157694,0.7039801000955686,0.14800995310295872,0.4271730718327992,0.4671507050741964,0.33389193598014205,0.7786069666568319,0.15895522682376168,0.0010000000474974513
4,0.505393518959705,0.5669581277750024,0.36174277212489303,0.7116915424961355,0.17661691844389213,0.4034385082140491,0.4372063539366224,0.3246468714813688,0.8007462700801109,0.15820895845246552,0.0010000000474974513
5,0.5334361551412895,0.6167735942264101,0.33898214098825974,0.7221393048466734,0.18731343603475176,0.38354430166049974,0.41153907434857306,0.31822316667333767,0.8248756255083416,0.16592040092716762,0.0010000000474974513
6,0.4412067618536119,0.48985968337426733,0.3276832750928936,0.7743781096306607,0.16393035097946576,0.36245231841927145,0.3833302300219512,0.3137371873677666,0.8345771147244012,0.16716418218849904,0.0010000000474974513
7,0.8680629051146815,1.0716421871042963,0.3930446114113082,0.6838308445256741,0.17064676950894184,0.34520249602509967,0.36040564311381,0.30972848728818086,0.8440298509241929,0.16442786377683208,0.0010000000474974513
8,0.47012615463330376,0.5194740212749486,0.3549811418228482,0.7905472656387594,0.17437811264425368,0.3170065028750481,0.3226884667627254,0.30374858932412085,0.8594527372080295,0.17412935664404683,0.0010000000474974513
9,0.5716196362355456,0.6556615321642131,0.37552188114443824,0.7651741288194609,0.20945273951363208,0.2472881671059784,0.23016941030301266,0.2872319305269279,0.9019900465486062,0.178606967965317,0.0005000000237487257
10,0.496792274031473,0.565035989999178,0.3375569453731698,0.7868159202793937,0.19179104774523137,0.1990976928552585,0.16590824901168025,0.276539725450734,0.9380596944348729,0.18084577441363786,0.0005000000237487257
