epoch,val_loss,val_any_predictions_loss,val_subtype_pred_loss,val_any_predictions_binary_accuracy,val_subtype_pred_categorical_accuracy,loss,any_predictions_loss,subtype_pred_loss,any_predictions_binary_accuracy,subtype_pred_categorical_accuracy,lr
0,0.8681457397060015,0.9771178603468843,0.6138774754099585,0.6902985086488487,0.1059701517038974,0.5030829160664212,0.5575759071319257,0.3759326115621263,0.7199004980462107,0.14800995315856008,0.0010000000474974513
1,1.3527895004595096,1.5869516134262085,0.806411242307122,0.5689054767587292,0.09925373335975912,0.4211416250437646,0.4584958232309095,0.3339818296444357,0.7922885595862545,0.16890547545024412,0.0010000000474974513
2,0.4051585528832763,0.4400795867935342,0.3236761481607731,0.8171641814768018,0.15547263992959587,0.3936057972225977,0.42309259678890454,0.32480326532131404,0.8139303492669442,0.17487562505241058,0.0010000000474974513
3,0.4027187586275499,0.44004582339406606,0.31562228226543065,0.8114427888571326,0.22960199289654024,0.3763461618577663,0.4008484180293866,0.3191742343985619,0.8313432848868678,0.1743781128295915,0.0010000000474974513
4,0.49653892181999054,0.5657093529010293,0.3351412487415532,0.792786070066898,0.24701492859059898,0.350063933587786,0.3674865821700784,0.3094110885514549,0.8430348264044197,0.18258706767538294,0.0010000000474974513
5,1.5570569515821353,2.040913216213682,0.4280590667060359,0.6405472645712136,0.17711443101885307,0.3333668894509771,0.34585721156935195,0.3042228046193052,0.8577114420743724,0.18557214225406077,0.0010000000474974513
6,0.40055949244629685,0.43985716227571764,0.3088649327482157,0.8241293534117552,0.22537313735307152,0.26927470908829226,0.2609700740347454,0.2886521834787445,0.8965174081313669,0.19850746620057233,0.0005000000237487257
7,0.4234817231546587,0.470095572168406,0.31471608097280435,0.8266169176765935,0.233582092365667,0.2277533763380193,0.20419857088494953,0.2827145827943413,0.9241293475995609,0.18980099811260379,0.0005000000237487257
